Year,Month,State,County,Rate
1992,September,Arizona,Cochise County,8.9
1992,September,Arizona,Santa Cruz County,21.2
1992,September,Arizona,Yavapai County,6.5
1992,April,Arizona,Pinal County,8.4
1992,April,Arizona,Greenlee County,9.0
1992,April,Arizona,La Paz County,11.9
1992,April,Arizona,Mohave County,9.2
1992,April,Arizona,Yuma County,27.0
1992,April,Arizona,Gila County,11.1
1992,April,Arizona,Maricopa County,6.3
1992,April,Arizona,Navajo County,14.2
1992,April,Arizona,Graham County,9.1
1992,April,Arizona,Pima County,5.1
1992,April,Arizona,Apache County,13.7
1992,April,Arizona,Coconino County,8.4
1992,April,Arizona,Cochise County,8.6
1992,April,Arizona,Santa Cruz County,14.4
1992,April,Arizona,Yavapai County,6.9
1992,December,Arizona,Pinal County,8.1
1992,December,Arizona,Greenlee County,11.3
1992,December,Arizona,La Paz County,17.9
1992,December,Arizona,Mohave County,9.5
1992,December,Arizona,Yuma County,20.9
1992,December,Arizona,Gila County,10.5
1992,December,Arizona,Maricopa County,5.7
1992,December,Arizona,Navajo County,14.1
1992,December,Arizona,Graham County,10.6
1992,December,Arizona,Pima County,4.9
1992,December,Arizona,Apache County,14.8
1992,December,Arizona,Coconino County,9.0
1992,December,Arizona,Cochise County,9.9
1992,December,Arizona,Santa Cruz County,15.1
1992,December,Arizona,Yavapai County,6.7
1992,July,Arizona,Pinal County,8.9
1992,July,Arizona,Greenlee County,11.1
1992,July,Arizona,La Paz County,13.0
1992,July,Arizona,Mohave County,8.4
1992,July,Arizona,Yuma County,34.3
1992,July,Arizona,Gila County,11.1
1992,July,Arizona,Maricopa County,6.4
1992,July,Arizona,Navajo County,18.0
1992,July,Arizona,Graham County,11.0
1992,July,Arizona,Pima County,5.5
1992,July,Arizona,Apache County,20.9
1992,July,Arizona,Coconino County,10.0
1992,July,Arizona,Cochise County,9.4
1992,July,Arizona,Santa Cruz County,21.4
1992,July,Arizona,Yavapai County,6.4
1992,November,Arizona,Pinal County,7.6
1992,November,Arizona,Greenlee County,10.5
1992,November,Arizona,La Paz County,14.5
1992,November,Arizona,Mohave County,8.9
1992,November,Arizona,Yuma County,23.3
1992,November,Arizona,Gila County,10.5
1992,November,Arizona,Maricopa County,5.9
1992,November,Arizona,Navajo County,12.8
1992,November,Arizona,Graham County,10.2
1992,November,Arizona,Pima County,5.1
1992,November,Arizona,Apache County,13.9
1992,November,Arizona,Coconino County,8.8
1992,November,Arizona,Cochise County,9.5
1992,November,Arizona,Santa Cruz County,17.6
1992,November,Arizona,Yavapai County,6.8
1995,February,Arizona,Pinal County,5.3
1995,February,Arizona,Greenlee County,6.9
1995,February,Arizona,La Paz County,13.1
1995,February,Arizona,Mohave County,8.1
1995,February,Arizona,Yuma County,20.9
1995,February,Arizona,Gila County,9.3
1995,February,Arizona,Maricopa County,3.6
1995,February,Arizona,Navajo County,16.6
1995,February,Arizona,Graham County,8.5
1995,February,Arizona,Pima County,3.4
1995,February,Arizona,Apache County,15.9
1995,February,Arizona,Coconino County,10.1
1995,February,Arizona,Cochise County,10.4
1995,February,Arizona,Santa Cruz County,16.6
1995,February,Arizona,Yavapai County,5.3
1995,October,Arizona,Pinal County,4.7
1995,October,Arizona,Greenlee County,7.9
1995,October,Arizona,La Paz County,11.3
1995,October,Arizona,Mohave County,6.4
1995,October,Arizona,Yuma County,29.7
1995,October,Arizona,Gila County,7.9
1995,October,Arizona,Maricopa County,3.5
1995,October,Arizona,Navajo County,13.7
1995,October,Arizona,Graham County,8.7
1995,October,Arizona,Pima County,3.5
1995,October,Arizona,Apache County,15.3
1995,October,Arizona,Coconino County,6.7
1995,October,Arizona,Cochise County,9.5
1995,October,Arizona,Santa Cruz County,25.2
1995,October,Arizona,Yavapai County,4.7
1995,March,Arizona,Pinal County,5.1
1995,March,Arizona,Greenlee County,7.4
1995,March,Arizona,La Paz County,11.6
1995,March,Arizona,Mohave County,7.7
1995,March,Arizona,Yuma County,23.0
1995,March,Arizona,Gila County,9.8
1995,March,Arizona,Maricopa County,3.7
1995,March,Arizona,Navajo County,17.0
1995,March,Arizona,Graham County,9.1
1995,March,Arizona,Pima County,3.6
1995,March,Arizona,Apache County,15.7
1995,March,Arizona,Coconino County,8.7
1995,March,Arizona,Cochise County,10.3
1995,March,Arizona,Santa Cruz County,17.3
1995,March,Arizona,Yavapai County,5.4
1995,August,Arizona,Pinal County,4.8
1995,August,Arizona,Greenlee County,6.2
1995,August,Arizona,La Paz County,9.8
1995,August,Arizona,Mohave County,6.6
1995,August,Arizona,Yuma County,36.7
1995,August,Arizona,Gila County,7.7
1995,August,Arizona,Maricopa County,3.7
1995,August,Arizona,Navajo County,16.9
1995,August,Arizona,Graham County,7.9
1995,August,Arizona,Pima County,3.5
1995,August,Arizona,Apache County,20.5
1995,August,Arizona,Coconino County,8.2
1995,August,Arizona,Cochise County,9.3
1995,August,Arizona,Santa Cruz County,24.5
1995,August,Arizona,Yavapai County,5.0
1995,May,Arizona,Pinal County,4.5
1995,May,Arizona,Greenlee County,6.3
1995,May,Arizona,La Paz County,9.1
1995,May,Arizona,Mohave County,6.6
1995,May,Arizona,Yuma County,33.9
1995,May,Arizona,Gila County,7.4
1995,May,Arizona,Maricopa County,3.3
1995,May,Arizona,Navajo County,13.5
1995,May,Arizona,Graham County,7.9
1995,May,Arizona,Pima County,3.2
1995,May,Arizona,Apache County,14.9
1995,May,Arizona,Coconino County,6.4
1995,May,Arizona,Cochise County,9.0
1995,May,Arizona,Santa Cruz County,16.1
1995,May,Arizona,Yavapai County,4.7
1995,January,Arizona,Pinal County,6.1
1995,January,Arizona,Greenlee County,7.1
1995,January,Arizona,La Paz County,14.4
1995,January,Arizona,Mohave County,9.4
1995,January,Arizona,Yuma County,24.8
1995,January,Arizona,Gila County,10.7
1995,January,Arizona,Maricopa County,4.2
1995,January,Arizona,Navajo County,17.5
1995,January,Arizona,Graham County,10.5
1995,January,Arizona,Pima County,3.9
1995,January,Arizona,Apache County,18.3
1995,January,Arizona,Coconino County,10.7
1995,January,Arizona,Cochise County,11.7
1995,January,Arizona,Santa Cruz County,18.1
1995,January,Arizona,Yavapai County,6.3
1995,June,Arizona,Pinal County,5.2
1995,June,Arizona,Greenlee County,7.1
1995,June,Arizona,La Paz County,8.7
1995,June,Arizona,Mohave County,6.4
1995,June,Arizona,Yuma County,34.2
1995,June,Arizona,Gila County,8.1
1995,June,Arizona,Maricopa County,3.7
1995,June,Arizona,Navajo County,18.0
1995,June,Arizona,Graham County,8.5
1995,June,Arizona,Pima County,3.4
1995,June,Arizona,Apache County,21.2
1995,June,Arizona,Coconino County,8.9
1995,June,Arizona,Cochise County,8.6
1995,June,Arizona,Santa Cruz County,20.3
1995,June,Arizona,Yavapai County,4.7
1995,September,Arizona,Pinal County,4.9
1995,September,Arizona,Greenlee County,7.6
1995,September,Arizona,La Paz County,9.2
1995,September,Arizona,Mohave County,6.4
1995,September,Arizona,Yuma County,34.0
1995,September,Arizona,Gila County,7.5
1995,September,Arizona,Maricopa County,3.8
1995,September,Arizona,Navajo County,13.7
1995,September,Arizona,Graham County,8.8
1995,September,Arizona,Pima County,3.6
1995,September,Arizona,Apache County,15.0
1995,September,Arizona,Coconino County,6.9
1995,September,Arizona,Cochise County,9.8
1995,September,Arizona,Santa Cruz County,26.4
1995,September,Arizona,Yavapai County,5.0
1995,April,Arizona,Pinal County,4.7
1995,April,Arizona,Greenlee County,6.7
1995,April,Arizona,La Paz County,10.3
1995,April,Arizona,Mohave County,6.8
1995,April,Arizona,Yuma County,30.5
1995,April,Arizona,Gila County,8.7
1995,April,Arizona,Maricopa County,3.5
1995,April,Arizona,Navajo County,15.6
1995,April,Arizona,Graham County,8.4
1995,April,Arizona,Pima County,3.3
1995,April,Arizona,Apache County,15.0
1995,April,Arizona,Coconino County,7.3
1995,April,Arizona,Cochise County,9.9
1995,April,Arizona,Santa Cruz County,17.8
1995,April,Arizona,Yavapai County,5.0
1995,December,Arizona,Pinal County,5.2
1995,December,Arizona,Greenlee County,7.8
1995,December,Arizona,La Paz County,11.9
1995,December,Arizona,Mohave County,7.4
1995,December,Arizona,Yuma County,22.4
1995,December,Arizona,Gila County,7.9
1995,December,Arizona,Maricopa County,3.3
1995,December,Arizona,Navajo County,14.7
1995,December,Arizona,Graham County,8.9
1995,December,Arizona,Pima County,3.5
1995,December,Arizona,Apache County,16.0
1995,December,Arizona,Coconino County,8.3
1995,December,Arizona,Cochise County,10.0
1995,December,Arizona,Santa Cruz County,20.1
1995,December,Arizona,Yavapai County,4.7
1995,July,Arizona,Pinal County,5.0
1995,July,Arizona,Greenlee County,6.2
1995,July,Arizona,La Paz County,9.6
1995,July,Arizona,Mohave County,6.4
1995,July,Arizona,Yuma County,35.8
1995,July,Arizona,Gila County,7.7
1995,July,Arizona,Maricopa County,3.6
1995,July,Arizona,Navajo County,18.2
1995,July,Arizona,Graham County,8.0
1995,July,Arizona,Pima County,3.5
1995,July,Arizona,Apache County,22.5
1995,July,Arizona,Coconino County,8.9
1995,July,Arizona,Cochise County,8.6
1995,July,Arizona,Santa Cruz County,21.7
1995,July,Arizona,Yavapai County,4.9
1995,November,Arizona,Pinal County,4.8
1995,November,Arizona,Greenlee County,7.5
1995,November,Arizona,La Paz County,11.6
1995,November,Arizona,Mohave County,7.3
1995,November,Arizona,Yuma County,25.8
1995,November,Arizona,Gila County,7.9
1995,November,Arizona,Maricopa County,3.3
1995,November,Arizona,Navajo County,13.7
1995,November,Arizona,Graham County,8.6
1995,November,Arizona,Pima County,3.5
1995,November,Arizona,Apache County,14.7
1995,November,Arizona,Coconino County,7.3
1995,November,Arizona,Cochise County,9.3
1995,November,Arizona,Santa Cruz County,21.4
1995,November,Arizona,Yavapai County,4.8
1994,February,Arizona,Pinal County,6.5
1994,February,Arizona,Greenlee County,11.2
1994,February,Arizona,La Paz County,14.7
1994,February,Arizona,Mohave County,10.0
1994,February,Arizona,Yuma County,20.3
1994,February,Arizona,Gila County,9.6
1994,February,Arizona,Maricopa County,4.8
1994,February,Arizona,Navajo County,15.0
1994,February,Arizona,Graham County,10.5
1994,February,Arizona,Pima County,3.8
1994,February,Arizona,Apache County,19.1
1994,February,Arizona,Coconino County,10.3
1994,February,Arizona,Cochise County,11.0
1994,February,Arizona,Santa Cruz County,16.2
1994,February,Arizona,Yavapai County,5.9
1994,October,Arizona,Pinal County,5.0
1994,October,Arizona,Greenlee County,8.8
1994,October,Arizona,La Paz County,13.2
1994,October,Arizona,Mohave County,8.0
1994,October,Arizona,Yuma County,33.5
1994,October,Arizona,Gila County,8.0
1994,October,Arizona,Maricopa County,4.4
1994,October,Arizona,Navajo County,13.3
1994,October,Arizona,Graham County,9.1
1994,October,Arizona,Pima County,3.9
1994,October,Arizona,Apache County,14.5
1994,October,Arizona,Coconino County,7.6
1994,October,Arizona,Cochise County,9.6
1994,October,Arizona,Santa Cruz County,25.7
1994,October,Arizona,Yavapai County,5.0
1994,March,Arizona,Pinal County,6.1
1994,March,Arizona,Greenlee County,11.3
1994,March,Arizona,La Paz County,13.9
1994,March,Arizona,Mohave County,9.0
1994,March,Arizona,Yuma County,21.0
1994,March,Arizona,Gila County,9.3
1994,March,Arizona,Maricopa County,4.8
1994,March,Arizona,Navajo County,15.2
1994,March,Arizona,Graham County,10.0
1994,March,Arizona,Pima County,3.8
1994,March,Arizona,Apache County,18.9
1994,March,Arizona,Coconino County,9.6
1994,March,Arizona,Cochise County,11.1
1994,March,Arizona,Santa Cruz County,16.0
1994,March,Arizona,Yavapai County,5.6
1994,August,Arizona,Pinal County,5.7
1994,August,Arizona,Greenlee County,9.2
1994,August,Arizona,La Paz County,15.3
1994,August,Arizona,Mohave County,7.9
1994,August,Arizona,Yuma County,40.5
1994,August,Arizona,Gila County,7.4
1994,August,Arizona,Maricopa County,4.8
1994,August,Arizona,Navajo County,16.8
1994,August,Arizona,Graham County,9.5
1994,August,Arizona,Pima County,4.0
1994,August,Arizona,Apache County,20.7
1994,August,Arizona,Coconino County,8.6
1994,August,Arizona,Cochise County,10.2
1994,August,Arizona,Santa Cruz County,27.2
1994,August,Arizona,Yavapai County,5.2
1994,May,Arizona,Pinal County,5.1
1994,May,Arizona,Greenlee County,9.0
1994,May,Arizona,La Paz County,11.3
1994,May,Arizona,Mohave County,7.4
1994,May,Arizona,Yuma County,34.0
1994,May,Arizona,Gila County,7.4
1994,May,Arizona,Maricopa County,4.2
1994,May,Arizona,Navajo County,12.0
1994,May,Arizona,Graham County,9.2
1994,May,Arizona,Pima County,3.5
1994,May,Arizona,Apache County,15.3
1994,May,Arizona,Coconino County,8.0
1994,May,Arizona,Cochise County,9.7
1994,May,Arizona,Santa Cruz County,15.6
1994,May,Arizona,Yavapai County,4.7
1994,January,Arizona,Pinal County,6.7
1994,January,Arizona,Greenlee County,10.7
1994,January,Arizona,La Paz County,16.0
1994,January,Arizona,Mohave County,11.5
1994,January,Arizona,Yuma County,21.7
1994,January,Arizona,Gila County,9.9
1994,January,Arizona,Maricopa County,5.2
1994,January,Arizona,Navajo County,15.3
1994,January,Arizona,Graham County,11.7
1994,January,Arizona,Pima County,4.1
1994,January,Arizona,Apache County,19.5
1994,January,Arizona,Coconino County,11.9
1994,January,Arizona,Cochise County,11.7
1994,January,Arizona,Santa Cruz County,17.0
1994,January,Arizona,Yavapai County,6.3
1994,June,Arizona,Pinal County,5.9
1994,June,Arizona,Greenlee County,9.8
1994,June,Arizona,La Paz County,12.5
1994,June,Arizona,Mohave County,7.7
1994,June,Arizona,Yuma County,36.4
1994,June,Arizona,Gila County,8.1
1994,June,Arizona,Maricopa County,4.7
1994,June,Arizona,Navajo County,18.3
1994,June,Arizona,Graham County,9.9
1994,June,Arizona,Pima County,4.0
1994,June,Arizona,Apache County,22.9
1994,June,Arizona,Coconino County,10.3
1994,June,Arizona,Cochise County,10.7
1994,June,Arizona,Santa Cruz County,23.3
1994,June,Arizona,Yavapai County,5.0
1994,September,Arizona,Pinal County,5.6
1994,September,Arizona,Greenlee County,9.4
1994,September,Arizona,La Paz County,14.2
1994,September,Arizona,Mohave County,8.0
1994,September,Arizona,Yuma County,37.6
1994,September,Arizona,Gila County,7.6
1994,September,Arizona,Maricopa County,4.7
1994,September,Arizona,Navajo County,13.5
1994,September,Arizona,Graham County,9.5
1994,September,Arizona,Pima County,4.1
1994,September,Arizona,Apache County,14.9
1994,September,Arizona,Coconino County,7.7
1994,September,Arizona,Cochise County,9.8
1994,September,Arizona,Santa Cruz County,26.5
1994,September,Arizona,Yavapai County,4.9
1994,April,Arizona,Pinal County,5.6
1994,April,Arizona,Greenlee County,9.4
1994,April,Arizona,La Paz County,12.1
1994,April,Arizona,Mohave County,7.8
1994,April,Arizona,Yuma County,29.3
1994,April,Arizona,Gila County,8.7
1994,April,Arizona,Maricopa County,4.5
1994,April,Arizona,Navajo County,13.0
1994,April,Arizona,Graham County,9.2
1994,April,Arizona,Pima County,3.6
1994,April,Arizona,Apache County,16.0
1994,April,Arizona,Coconino County,8.0
1994,April,Arizona,Cochise County,10.5
1994,April,Arizona,Santa Cruz County,15.3
1994,April,Arizona,Yavapai County,5.2
1994,December,Arizona,Pinal County,4.7
1994,December,Arizona,Greenlee County,5.9
1994,December,Arizona,La Paz County,13.1
1994,December,Arizona,Mohave County,8.0
1994,December,Arizona,Yuma County,24.7
1994,December,Arizona,Gila County,8.8
1994,December,Arizona,Maricopa County,3.6
1994,December,Arizona,Navajo County,14.1
1994,December,Arizona,Graham County,8.2
1994,December,Arizona,Pima County,3.4
1994,December,Arizona,Apache County,14.9
1994,December,Arizona,Coconino County,8.2
1994,December,Arizona,Cochise County,9.9
1994,December,Arizona,Santa Cruz County,17.2
1994,December,Arizona,Yavapai County,5.2
1994,July,Arizona,Pinal County,5.8
1994,July,Arizona,Greenlee County,9.2
1994,July,Arizona,La Paz County,13.9
1994,July,Arizona,Mohave County,7.7
1994,July,Arizona,Yuma County,39.2
1994,July,Arizona,Gila County,7.8
1994,July,Arizona,Maricopa County,4.7
1994,July,Arizona,Navajo County,18.4
1994,July,Arizona,Graham County,9.5
1994,July,Arizona,Pima County,4.0
1994,July,Arizona,Apache County,23.7
1994,July,Arizona,Coconino County,10.0
1994,July,Arizona,Cochise County,10.7
1994,July,Arizona,Santa Cruz County,26.0
1994,July,Arizona,Yavapai County,5.0
1994,November,Arizona,Pinal County,4.5
1994,November,Arizona,Greenlee County,7.7
1994,November,Arizona,La Paz County,12.3
1994,November,Arizona,Mohave County,8.0
1994,November,Arizona,Yuma County,29.7
1994,November,Arizona,Gila County,8.4
1994,November,Arizona,Maricopa County,4.0
1994,November,Arizona,Navajo County,12.7
1994,November,Arizona,Graham County,8.5
1994,November,Arizona,Pima County,3.7
1994,November,Arizona,Apache County,13.6
1994,November,Arizona,Coconino County,7.5
1994,November,Arizona,Cochise County,9.4
1994,November,Arizona,Santa Cruz County,22.0
1994,November,Arizona,Yavapai County,4.9
1997,February,Arizona,Pinal County,5.8
1997,February,Arizona,Greenlee County,8.4
1997,February,Arizona,La Paz County,11.3
1997,February,Arizona,Mohave County,7.1
1997,February,Arizona,Yuma County,20.6
1997,February,Arizona,Gila County,10.1
1997,February,Arizona,Maricopa County,3.3
1997,February,Arizona,Navajo County,18.4
1997,February,Arizona,Graham County,10.3
1997,February,Arizona,Pima County,3.6
1997,February,Arizona,Apache County,21.4
